,RecordID,StateCode,LabelerCode,ProductCode,PackageSize,PeriodCovered,FDAListName,UnitsReimbursed,NumberRx,TotalAmountReimbursed,MedicaidAmountReimbursed,Non-MedicaidAmountReimbursed
62071,FFSU,XX,16252.0,97.0,22.0,20131.0,ALBUTEROL ,2320.2470000000003,15.0,153.39,124.83,28.56
62072,FFSU,XX,16252.0,97.0,22.0,20132.0,ALBUTEROL ,2554.8,17.0,202.96,185.47,17.49
62073,FFSU,XX,16252.0,97.0,22.0,20133.0,ALBUTEROL ,691.8,14.0,33.82,12.92,20.9
62074,FFSU,XX,16252.0,97.0,22.0,20134.0,ALBUTEROL ,529.2,7.0,21.83,3.64,18.19
62075,FFSU,XX,16252.0,97.0,33.0,20131.0,ALBUTEROL ,779.81,57.0,66.81,66.73,0.08
62076,FFSU,XX,16252.0,97.0,33.0,20132.0,ALBUTEROL ,4268.2,45.0,376.63,376.37,0.26
62077,FFSU,XX,16252.0,97.0,33.0,20133.0,ALBUTEROL ,361.2,2.0,31.73,31.69,0.04
62078,FFSU,XX,16252.0,97.0,33.0,20134.0,ALBUTEROL ,303.4,4.0,19.07,18.99,0.08
62079,FFSU,XX,16252.0,97.0,66.0,20131.0,ALBUTEROL ,9853.735999999999,171.0,734.5,627.22,107.28
62080,FFSU,XX,16252.0,97.0,66.0,20132.0,ALBUTEROL ,14822.278,116.0,1282.24,1219.33,62.91
62081,FFSU,XX,16252.0,97.0,66.0,20133.0,ALBUTEROL ,3893.06,15.0,189.05,151.18,37.87
62082,FFSU,XX,16252.0,97.0,66.0,20134.0,ALBUTEROL ,4904.289000000001,21.0,192.21,120.73,71.48
64259,FFSU,XX,17478.0,97.0,2.0,20131.0,CYCLOPENTO,39.0,14.0,386.63,383.63,3.0
64260,FFSU,XX,17478.0,97.0,2.0,20132.0,CYCLOPENTO,37.0,17.0,433.44,424.34,9.1
64261,FFSU,XX,17478.0,97.0,2.0,20133.0,CYCLOPENTO,27.0,15.0,309.28,257.6,51.68
64262,FFSU,XX,17478.0,97.0,2.0,20134.0,CYCLOPENTO,16.0,7.0,158.11,149.46,8.65
64263,FFSU,XX,17478.0,97.0,10.0,20131.0,CYCLOPENTO,85.0,15.0,813.6,754.16,59.44
64264,FFSU,XX,17478.0,97.0,10.0,20132.0,CYCLOPENTO,55.0,11.0,452.42,450.42,2.0
64265,FFSU,XX,17478.0,97.0,10.0,20133.0,CYCLOPENTO,100.0,18.0,722.09,708.09,14.0
64266,FFSU,XX,17478.0,97.0,10.0,20134.0,CYCLOPENTO,135.0,24.0,1049.98,1047.98,2.0
64267,FFSU,XX,17478.0,97.0,12.0,20131.0,CYCLOPENTO,75.0,5.0,409.71,408.71,1.0
64268,FFSU,XX,17478.0,97.0,12.0,20132.0,CYCLOPENTO,60.0,4.0,307.58,304.58,3.0
64269,FFSU,XX,17478.0,97.0,12.0,20133.0,CYCLOPENTO,47.0,3.0,236.99,234.99,2.0
64270,FFSU,XX,17478.0,97.0,12.0,20134.0,CYCLOPENTO,90.0,6.0,418.13,411.63,6.5
71623,FFSU,XX,38779.0,97.0,8.0,20131.0,CORN STARC,45.0,3.0,3.75,3.75,0.0
80366,FFSU,XX,49614.0,97.0,26.0,20133.0,CHILDRENS ,474.0,2.0,26.26,26.26,0.0
84594,FFSU,XX,51079.0,97.0,20.0,20131.0,GABAPENTIN,360.0,3.0,118.2,112.2,6.0
84595,FFSU,XX,51079.0,97.0,20.0,20132.0,GABAPENTIN,240.0,2.0,78.8,74.8,4.0
84596,FFSU,XX,51079.0,97.0,20.0,20133.0,GABAPENTIN,120.0,1.0,39.4,37.4,2.0
94825,FFSU,XX,55513.0,97.0,1.0,20131.0,ARANESP   ,2.76,8.0,3891.4,768.23,3123.17
100093,FFSU,XX,60505.0,97.0,1.0,20131.0,PAROXETINE,30877.0,1018.0,10253.42,9689.01,564.41
100094,FFSU,XX,60505.0,97.0,1.0,20132.0,PAROXETINE,32812.0,1097.0,10386.38,9954.38,432.0
100095,FFSU,XX,60505.0,97.0,1.0,20133.0,PAROXETINE,35638.0,1136.0,11747.09,11322.12,424.97
100096,FFSU,XX,60505.0,97.0,1.0,20134.0,PAROXETINE,34775.0,1087.0,10335.74,9904.3,431.44
100097,FFSU,XX,60505.0,97.0,2.0,20131.0,PAROXETINE,77905.5,2321.0,20897.84,20024.89,872.95
100098,FFSU,XX,60505.0,97.0,2.0,20132.0,PAROXETINE,61977.0,1831.0,16595.11,16033.89,561.22
100099,FFSU,XX,60505.0,97.0,2.0,20133.0,PAROXETINE,81962.01,2416.0,22766.58,21799.88,966.7
100100,FFSU,XX,60505.0,97.0,2.0,20134.0,PAROXETINE,80929.0,2427.0,21440.59,20653.05,787.54
100101,FFSU,XX,60505.0,97.0,4.0,20131.0,PAROXETINE,4421.0,142.0,1142.66,1094.48,48.18
100102,FFSU,XX,60505.0,97.0,4.0,20132.0,PAROXETINE,5440.0,168.0,1505.65,1385.06,120.59
100103,FFSU,XX,60505.0,97.0,4.0,20133.0,PAROXETINE,5494.0,179.0,1634.92,1518.23,116.69
100104,FFSU,XX,60505.0,97.0,4.0,20134.0,PAROXETINE,5872.5,191.0,1656.55,1521.23,135.32
104469,FFSU,XX,62011.0,97.0,1.0,20131.0,HM DOUBLE ,4231.45,126.0,1236.77,1236.27,0.5
104470,FFSU,XX,62011.0,97.0,1.0,20132.0,HM DOUBLE ,4515.3,144.0,1379.84,1375.84,4.0
104471,FFSU,XX,62011.0,97.0,1.0,20133.0,HM DOUBLE ,6475.05,187.0,1884.83,1883.83,1.0
104472,FFSU,XX,62011.0,97.0,1.0,20134.0,HM DOUBLE ,6162.35,181.0,1777.85,1773.35,4.5
106871,FFSU,XX,63304.0,97.0,19.0,20131.0,SUMATRIPTA,26456.0,2793.0,56881.02,54072.35,2808.67
106872,FFSU,XX,63304.0,97.0,19.0,20132.0,SUMATRIPTA,25951.0,2743.0,52716.12,50496.03,2220.09
106873,FFSU,XX,63304.0,97.0,19.0,20133.0,SUMATRIPTA,26681.0,2821.0,58243.16,56293.45,1949.71
106874,FFSU,XX,63304.0,97.0,19.0,20134.0,SUMATRIPTA,28531.9,3023.0,60625.17,58859.09,1766.08
115851,FFSU,XX,65862.0,97.0,1.0,20131.0,MELOXICAM ,254517.0,6449.0,44076.2,40809.79,3266.41
115852,FFSU,XX,65862.0,97.0,1.0,20132.0,MELOXICAM ,279173.0,7117.0,48485.27,46120.16,2365.11
115853,FFSU,XX,65862.0,97.0,1.0,20133.0,MELOXICAM ,304794.0,7820.0,56098.31,53347.35,2750.96
115854,FFSU,XX,65862.0,97.0,1.0,20134.0,MELOXICAM ,260519.0,6857.0,45258.78,43425.34,1833.44
115855,FFSU,XX,65862.0,97.0,5.0,20131.0,MELOXICAM ,78376.0,2074.0,16137.95,14732.43,1405.52
115856,FFSU,XX,65862.0,97.0,5.0,20132.0,MELOXICAM ,106248.6,2868.0,22731.1,21213.57,1517.53
115857,FFSU,XX,65862.0,97.0,5.0,20133.0,NOT AVAILA,71694.4,2089.0,18165.51,16691.57,1473.94
115858,FFSU,XX,65862.0,97.0,5.0,20134.0,MELOXICAM ,67810.6,1939.0,19537.83,18169.95,1367.88
120929,FFSU,XX,68084.0,97.0,1.0,20133.0,ATORVASTAT,60.0,2.0,37.48,37.48,0.0
120930,FFSU,XX,68084.0,97.0,1.0,20134.0,ATORVASTAT,1088.0,43.0,494.73,488.73,6.0
124664,FFSU,XX,68382.0,97.0,5.0,20131.0,PAROXETINE,227704.5,6986.0,68665.01,63363.79,5301.22
124665,FFSU,XX,68382.0,97.0,5.0,20132.0,PAROXETINE,236032.0,7201.0,72069.28,66976.05,5093.23
124666,FFSU,XX,68382.0,97.0,5.0,20133.0,PAROXETINE,206918.00100000002,6228.0,64852.55,60295.86,4556.69
124667,FFSU,XX,68382.0,97.0,5.0,20134.0,PAROXETINE,211841.0,6468.0,62906.82,58168.96,4737.86
124668,FFSU,XX,68382.0,97.0,6.0,20131.0,PAROXETINE,95355.0,2997.0,26218.82,24436.39,1782.43
124669,FFSU,XX,68382.0,97.0,6.0,20132.0,PAROXETINE,90774.0,2831.0,24909.5,23723.77,1185.73
124670,FFSU,XX,68382.0,97.0,6.0,20133.0,PAROXETINE,88201.0,2773.0,24906.02,23767.08,1138.94
124671,FFSU,XX,68382.0,97.0,6.0,20134.0,PAROXETINE,91196.0,2796.0,25010.43,23722.88,1287.55
124672,FFSU,XX,68382.0,97.0,10.0,20131.0,PAROXETINE,24289.75,864.0,8235.24,7826.71,408.53
124673,FFSU,XX,68382.0,97.0,10.0,20132.0,PAROXETINE,28551.0,998.0,9311.43,8970.57,340.86
124674,FFSU,XX,68382.0,97.0,10.0,20133.0,PAROXETINE,26556.0,889.0,8704.78,8417.64,287.14
124675,FFSU,XX,68382.0,97.0,10.0,20134.0,PAROXETINE,23768.5,831.0,7535.82,7228.17,307.65
124676,FFSU,XX,68382.0,97.0,16.0,20131.0,PAROXETINE,39345.501000000004,1258.0,12607.16,11807.06,800.1
124677,FFSU,XX,68382.0,97.0,16.0,20132.0,PAROXETINE,59047.0,1829.0,18090.03,17174.78,915.25
124678,FFSU,XX,68382.0,97.0,16.0,20133.0,PAROXETINE,50541.0,1572.0,16050.35,15336.61,713.74
124679,FFSU,XX,68382.0,97.0,16.0,20134.0,PAROXETINE,53703.0,1681.0,16296.0,15498.72,797.28
132915,MCOU,XX,54.0,97.0,20.0,20131.0,OXCARBAZEP,4965.0,75.0,1987.09,1970.14,16.95
132916,MCOU,XX,54.0,97.0,20.0,20132.0,OXCARBAZEP,3229.0,56.0,1212.93,1206.93,6.0
132917,MCOU,XX,54.0,97.0,20.0,20133.0,OXCARBAZEP,5316.0,78.0,2076.94,2061.94,15.0
132918,MCOU,XX,54.0,97.0,20.0,20134.0,OXCARBAZEP,4670.0,67.0,1792.62,1783.62,9.0
132919,MCOU,XX,54.0,97.0,25.0,20131.0,OXCARBAZEP,329980.293,4315.0,117022.49,115115.36,1907.13
132920,MCOU,XX,54.0,97.0,25.0,20132.0,OXCARBAZEP,328023.5,4671.0,112698.08,109354.75,3343.33
132921,MCOU,XX,54.0,97.0,25.0,20133.0,OXCARBAZEP,228914.0,3279.0,73149.2,72263.26,885.94
132922,MCOU,XX,54.0,97.0,25.0,20134.0,OXCARBAZEP,86423.64,1312.0,29678.45,29200.31,478.14
167926,MCOU,XX,555.0,97.0,96.0,20131.0,CLONAZEPAM,10098.0,235.0,10939.81,10717.87,221.94
167927,MCOU,XX,555.0,97.0,96.0,20132.0,CLONAZEPAM,12943.0,357.0,13156.76,12961.01,195.75
167928,MCOU,XX,555.0,97.0,96.0,20133.0,CLONAZEPAM,11784.0,315.0,11935.99,11681.65,254.34
167929,MCOU,XX,555.0,97.0,96.0,20134.0,CLONAZEPAM,17732.0,492.0,19169.06,18506.07,662.99
185133,MCOU,XX,10019.0,97.0,1.0,20131.0,PROMETHAZI,917.0,264.0,2264.75,2077.09,187.66
185134,MCOU,XX,10019.0,97.0,1.0,20132.0,PROMETHAZI,399.0,133.0,972.18,853.46,118.72
185135,MCOU,XX,10019.0,97.0,1.0,20133.0,PROMETHAZI,272.0,148.0,1133.96,955.64,178.32
185136,MCOU,XX,10019.0,97.0,1.0,20134.0,PROMETHAZI,127.0,78.0,220.34,203.21,17.13
185137,MCOU,XX,10019.0,97.0,44.0,20131.0,PROMETHAZI,54.0,27.0,64.92,64.92,0.0
185138,MCOU,XX,10019.0,97.0,44.0,20132.0,PROMETHAZI,55.0,28.0,45.93,45.93,0.0
185139,MCOU,XX,10019.0,97.0,44.0,20133.0,PROMETHAZI,17.0,9.0,21.96,21.96,0.0
185140,MCOU,XX,10019.0,97.0,44.0,20134.0,PROMETHAZI,23.0,12.0,30.44,30.44,0.0
186566,MCOU,XX,11383.0,97.0,49.0,20131.0,PSEUDO TAB,48.0,1.0,6.69,6.69,0.0
186567,MCOU,XX,11383.0,97.0,49.0,20134.0,PSEUDOEPHE,56.0,1.0,3.68,3.68,0.0
186568,MCOU,XX,11383.0,97.0,96.0,20133.0,PSEUDOEPHE,96.0,1.0,10.88,9.88,1.0
188003,MCOU,XX,13668.0,97.0,5.0,20131.0,PANTOPRAZO,7478.0,230.0,2946.23,2905.47,40.76
188004,MCOU,XX,13668.0,97.0,5.0,20132.0,PANTOPRAZO,2116.0,69.0,1441.93,1359.59,82.34
188005,MCOU,XX,13668.0,97.0,5.0,20133.0,PANTOPRAZO,1159.0,42.0,304.56,301.56,3.0
188006,MCOU,XX,13668.0,97.0,5.0,20134.0,PANTOPRAZO,840.0,31.0,364.07,355.07,9.0
188007,MCOU,XX,13668.0,97.0,30.0,20131.0,PANTOPRAZO,60.0,2.0,11.48,11.48,0.0
188008,MCOU,XX,13668.0,97.0,90.0,20131.0,PANTOPRAZO,2019.0,48.0,1316.96,1306.36,10.6
188009,MCOU,XX,13668.0,97.0,90.0,20132.0,PANTOPRAZO,1380.0,37.0,1396.48,1355.54,40.94
188010,MCOU,XX,13668.0,97.0,90.0,20133.0,PANTOPRAZO,1275.0,26.0,1252.71,1245.71,7.0
188011,MCOU,XX,13668.0,97.0,90.0,20134.0,PANTOPRAZO,450.0,15.0,913.8,912.7,1.1
189352,MCOU,XX,16252.0,97.0,6.0,20131.0,** FROM CL,1.0,1.0,182.31,0.02,182.29
189353,MCOU,XX,16252.0,97.0,22.0,20131.0,ALBUTEROL ,2920.22,36.0,290.75,290.75,0.0
189354,MCOU,XX,16252.0,97.0,22.0,20132.0,ALBUTEROL ,997.044,17.0,87.74,86.59,1.15
189355,MCOU,XX,16252.0,97.0,22.0,20133.0,ALBUTEROL ,9239.454,74.0,1093.02,1090.25,2.77
189356,MCOU,XX,16252.0,97.0,22.0,20134.0,ALBUTEROL ,210.079,19.0,12.74,12.74,0.0
189357,MCOU,XX,16252.0,97.0,33.0,20131.0,ALBUTEROL ,1937.0,208.0,197.86,197.86,0.0
189358,MCOU,XX,16252.0,97.0,33.0,20132.0,ALBUTEROL ,2104.2,498.0,206.55,206.46,0.09
189359,MCOU,XX,16252.0,97.0,33.0,20133.0,ALBUTEROL ,1268.6,14.0,150.38,150.38,0.0
189360,MCOU,XX,16252.0,97.0,33.0,20134.0,ALBUTEROL ,1363.0,16.0,142.35,138.7,3.65
189361,MCOU,XX,16252.0,97.0,66.0,20131.0,ALBUTEROL ,6689.272,1012.0,529.14,528.98,0.16
189362,MCOU,XX,16252.0,97.0,66.0,20132.0,ALBUTEROL ,2853.3909999999996,540.0,395.49,371.84,23.65
189363,MCOU,XX,16252.0,97.0,66.0,20133.0,ALBUTEROL ,4708.5,32.0,501.31,470.61,30.7
189364,MCOU,XX,16252.0,97.0,66.0,20134.0,ALBUTEROL ,433.59,23.0,59.05,59.05,0.0
191564,MCOU,XX,17478.0,97.0,2.0,20131.0,CYCLOPENTO,33.0,16.0,413.5,413.5,0.0
191565,MCOU,XX,17478.0,97.0,2.0,20132.0,CYCLOPENTO,42.0,20.0,519.47,495.34,24.13
191566,MCOU,XX,17478.0,97.0,2.0,20133.0,CYCLOPENTO,49.0,26.0,2971.57,2957.15,14.42
191567,MCOU,XX,17478.0,97.0,2.0,20134.0,CYCLOPENTO,50.0,25.0,891.76,872.04,19.72
191568,MCOU,XX,17478.0,97.0,10.0,20131.0,CYCLOPENTO,130.0,26.0,1027.1,1018.8,8.3
191569,MCOU,XX,17478.0,97.0,10.0,20132.0,CYCLOPENTO,132.0,26.0,1102.91,1055.16,47.75
191570,MCOU,XX,17478.0,97.0,10.0,20133.0,CYCLOPENTO,135.0,27.0,1036.98,1031.48,5.5
191571,MCOU,XX,17478.0,97.0,10.0,20134.0,CYCLOPENTO,256.0,50.0,1816.62,1784.61,32.01
191572,MCOU,XX,17478.0,97.0,12.0,20131.0,CYCLOPENTO,45.0,3.0,197.71,197.71,0.0
191573,MCOU,XX,17478.0,97.0,12.0,20132.0,CYCLOPENTO,105.0,7.0,464.24,464.24,0.0
191574,MCOU,XX,17478.0,97.0,12.0,20133.0,CYCLOPENTO,165.0,11.0,685.17,685.17,0.0
191575,MCOU,XX,17478.0,97.0,12.0,20134.0,CYCLOPENTO,60.0,4.0,268.67,268.67,0.0
199059,MCOU,XX,38779.0,97.0,1.0,20132.0,CORN STARC,50.0,1.0,146.69,146.69,0.0
199060,MCOU,XX,38779.0,97.0,1.0,20133.0,CORN STARC,50.0,1.0,146.69,146.69,0.0
199061,MCOU,XX,38779.0,97.0,8.0,20133.0,CORN STARC,0.24,1.0,15.55,15.55,0.0
199062,MCOU,XX,38779.0,97.0,8.0,20134.0,CORN STARC,0.12,1.0,10.75,10.75,0.0
211592,MCOU,XX,51079.0,97.0,20.0,20132.0,GABAPENTIN,90.0,1.0,39.02,39.02,0.0
211593,MCOU,XX,51079.0,97.0,20.0,20134.0,GABAPENTIN,112.0,1.0,46.83,43.83,3.0
221609,MCOU,XX,55513.0,97.0,1.0,20134.0,ARANESP AL,1.0,1.0,1750.0,1750.0,0.0
226908,MCOU,XX,60505.0,97.0,1.0,20131.0,PAROXETINE,45839.18,1484.0,12970.83,11955.07,1015.76
226909,MCOU,XX,60505.0,97.0,1.0,20132.0,PAROXETINE,48343.0,1574.0,11230.77,11037.46,193.31
226910,MCOU,XX,60505.0,97.0,1.0,20133.0,PAROXETINE,51772.0,1675.0,11226.05,11067.05,159.0
226911,MCOU,XX,60505.0,97.0,1.0,20134.0,PAROXETINE,49493.001,1603.0,11784.79,11583.95,200.84
226912,MCOU,XX,60505.0,97.0,2.0,20131.0,PAROXETINE,131625.51,4174.0,37457.89,37290.53,167.36
226913,MCOU,XX,60505.0,97.0,2.0,20132.0,PAROXETINE,88535.0,2863.0,25318.76,24840.94,477.82
226914,MCOU,XX,60505.0,97.0,2.0,20133.0,PAROXETINE,120055.3,3814.0,31612.44,31457.51,154.93
226915,MCOU,XX,60505.0,97.0,2.0,20134.0,PAROXETINE,128477.0,4087.0,30740.61,30432.5,308.11
226916,MCOU,XX,60505.0,97.0,4.0,20131.0,PAROXETINE,5265.12,167.0,1645.51,1347.95,297.56
226917,MCOU,XX,60505.0,97.0,4.0,20132.0,PAROXETINE,4123.0,129.0,861.59,861.59,0.0
226918,MCOU,XX,60505.0,97.0,4.0,20133.0,PAROXETINE,4680.0,146.0,959.8,947.8,12.0
226919,MCOU,XX,60505.0,97.0,4.0,20134.0,PAROXETINE,5478.94,174.0,1233.93,1216.93,17.0
231340,MCOU,XX,62011.0,97.0,1.0,20131.0,HM DOUBLE ,1478.4,51.0,348.76,348.76,0.0
231341,MCOU,XX,62011.0,97.0,1.0,20132.0,HM DOUBLE ,2839.9,80.0,677.48,677.48,0.0
231342,MCOU,XX,62011.0,97.0,1.0,20133.0,HM DOUBLE ,3039.6,76.0,710.34,710.34,0.0
231343,MCOU,XX,62011.0,97.0,1.0,20134.0,HM DOUBLE ,2527.6,70.0,615.93,611.93,4.0
233710,MCOU,XX,63304.0,97.0,11.0,20134.0,SUMATRIPTA,1.0,1.0,2.69,2.69,0.0
233711,MCOU,XX,63304.0,97.0,19.0,20131.0,SUMATRIPTA,41403.036,4025.0,104624.11,104086.38,537.73
233712,MCOU,XX,63304.0,97.0,19.0,20132.0,SUMATRIPTA,38006.0,4131.0,105206.97,104352.63,854.34
233713,MCOU,XX,63304.0,97.0,19.0,20133.0,SUMATRIPTA,39417.0,4363.0,99413.44,98620.72,792.72
233714,MCOU,XX,63304.0,97.0,19.0,20134.0,SUMATRIPTA,41782.991,4650.0,107130.96,106349.09,781.87
239321,MCOU,XX,64543.0,97.0,90.0,20134.0,RESCON TAB,30.0,1.0,33.31,33.31,0.0
242717,MCOU,XX,65862.0,97.0,1.0,20131.0,MELOXICAM ,512353.191,13584.0,82299.07,80862.26,1436.81
242718,MCOU,XX,65862.0,97.0,1.0,20132.0,MELOXICAM ,518849.0,13820.0,80999.51,78858.44,2141.07
242719,MCOU,XX,65862.0,97.0,1.0,20133.0,MELOXICAM ,547584.0,14451.0,76892.84,75199.63,1693.21
242720,MCOU,XX,65862.0,97.0,1.0,20134.0,MELOXICAM ,532463.881,14132.0,73888.58,72246.49,1642.09
242721,MCOU,XX,65862.0,97.0,5.0,20131.0,MELOXICAM ,67964.03,1711.0,10029.28,9713.09,316.19
242722,MCOU,XX,65862.0,97.0,5.0,20132.0,MELOXICAM ,85720.944,2130.0,12074.18,11614.1,460.08
242723,MCOU,XX,65862.0,97.0,5.0,20133.0,NOT AVAILA,48806.651,1292.0,7350.05,7104.84,245.21
242724,MCOU,XX,65862.0,97.0,5.0,20134.0,MELOXICAM ,57550.6,1486.0,7542.03,7207.89,334.14
247738,MCOU,XX,68084.0,97.0,1.0,20134.0,ATORVASTAT,423.0,14.0,151.71,147.71,4.0
251017,MCOU,XX,68382.0,97.0,5.0,20131.0,PAROXETINE,180777.06,5522.0,63972.08,60411.77,3560.31
251018,MCOU,XX,68382.0,97.0,5.0,20132.0,PAROXETINE,183224.0,5661.0,61111.81,60391.09,720.72
251019,MCOU,XX,68382.0,97.0,5.0,20133.0,PAROXETINE,161487.0,5139.0,50094.13,49550.97,543.16
251020,MCOU,XX,68382.0,97.0,5.0,20134.0,PAROXETINE,161235.97,5040.0,52630.88,51722.44,908.44
251021,MCOU,XX,68382.0,97.0,6.0,20131.0,PAROXETINE,117175.118,3199.0,25511.39,25101.42,409.97
251022,MCOU,XX,68382.0,97.0,6.0,20132.0,PAROXETINE,104716.0,3400.0,28194.43,27460.16,734.27
251023,MCOU,XX,68382.0,97.0,6.0,20133.0,PAROXETINE,93882.0,3055.0,21561.95,21228.33,333.62
251024,MCOU,XX,68382.0,97.0,6.0,20134.0,PAROXETINE,100395.95599999999,3296.0,23577.87,23188.77,389.1
251025,MCOU,XX,68382.0,97.0,10.0,20131.0,PAROXETINE,13156.08,456.0,4987.31,3867.05,1120.26
251026,MCOU,XX,68382.0,97.0,10.0,20132.0,PAROXETINE,12886.0,439.0,3479.77,3460.61,19.16
251027,MCOU,XX,68382.0,97.0,10.0,20133.0,PAROXETINE,11834.5,422.0,3340.39,3336.39,4.0
251028,MCOU,XX,68382.0,97.0,10.0,20134.0,PAROXETINE,13340.97,445.0,4546.04,4513.52,32.52
251029,MCOU,XX,68382.0,97.0,16.0,20131.0,PAROXETINE,43895.0,1436.0,13971.14,12563.74,1407.4
251030,MCOU,XX,68382.0,97.0,16.0,20132.0,PAROXETINE,68888.0,2195.0,18980.06,18672.09,307.97
251031,MCOU,XX,68382.0,97.0,16.0,20133.0,PAROXETINE,49956.0,1631.0,12759.19,12645.47,113.72
251032,MCOU,XX,68382.0,97.0,16.0,20134.0,PAROXETINE,53932.0,1750.0,14370.21,14231.46,138.75
844,FFSU,XX,4.0,98.0,1.0,20131.0,KLONOPIN 2,14971.0,147.0,40991.0,36864.02,4126.98
845,FFSU,XX,4.0,98.0,1.0,20132.0,KLONOPIN 2,9487.5,103.0,26832.58,25498.64,1333.94
846,FFSU,XX,4.0,98.0,1.0,20133.0,KLONOPIN 2,10750.0,114.0,29194.45,27365.55,1828.9
847,FFSU,XX,4.0,98.0,1.0,20134.0,KLONOPIN 2,12663.0,127.0,36966.54,35421.41,1545.13
5465,FFSU,XX,54.0,98.0,20.0,20131.0,OXCARBAZEP,11446.0,172.0,5195.9,5116.86,79.04
5466,FFSU,XX,54.0,98.0,20.0,20132.0,OXCARBAZEP,9283.5,156.0,3758.26,3748.26,10.0
5467,FFSU,XX,54.0,98.0,20.0,20133.0,OXCARBAZEP,8344.0,128.0,4524.76,4509.36,15.4
5468,FFSU,XX,54.0,98.0,20.0,20134.0,OXCARBAZEP,5182.0,68.0,1956.61,1922.82,33.79
5469,FFSU,XX,54.0,98.0,25.0,20131.0,OXCARBAZEP,1326873.0,16658.0,677298.28,650690.78,26607.5
5470,FFSU,XX,54.0,98.0,25.0,20132.0,OXCARBAZEP,1398909.0,17648.0,708551.14,689068.17,19482.97
5471,FFSU,XX,54.0,98.0,25.0,20133.0,OXCARBAZEP,903360.5,11433.0,449872.23,433968.06,15904.17
5472,FFSU,XX,54.0,98.0,25.0,20134.0,OXCARBAZEP,247813.0,3230.0,112210.25,107689.36,4520.89
18168,FFSU,XX,135.0,98.0,26.0,20131.0,GAVISCON E,2758.0,36.0,172.71,141.21,31.5
18169,FFSU,XX,135.0,98.0,26.0,20132.0,GAVISCON E,2066.0,24.0,120.27,107.77,12.5
18170,FFSU,XX,135.0,98.0,26.0,20133.0,GAVISCON E,2167.0,28.0,144.86,128.36,16.5
18171,FFSU,XX,135.0,98.0,26.0,20134.0,GAVISCON E,3230.0,31.0,218.28,189.78,28.5
38043,FFSU,XX,485.0,98.0,4.0,20131.0,ED CHLORPE,15669.0,137.0,1403.28,1357.21,46.07
38044,FFSU,XX,485.0,98.0,4.0,20132.0,ED CHLORPE,9445.0,83.0,854.85,822.36,32.49
38045,FFSU,XX,485.0,98.0,4.0,20133.0,ED CHLORPE,4040.0,36.0,357.87,357.87,0.0
38046,FFSU,XX,485.0,98.0,4.0,20134.0,ED CHLORPE,8871.0,71.0,684.06,679.06,5.0
38047,FFSU,XX,485.0,98.0,16.0,20131.0,ED CHLORPE,142095.0,1181.0,11212.83,11092.83,120.0
38048,FFSU,XX,485.0,98.0,16.0,20132.0,ED CHLORPE,82568.0,674.0,6335.33,6294.33,41.0
38049,FFSU,XX,485.0,98.0,16.0,20133.0,ED CHLORPE,47866.0,378.0,3630.0,3597.0,33.0
38050,FFSU,XX,485.0,98.0,16.0,20134.0,ED CHLORPE,73209.0,581.0,5533.84,5463.84,70.0
40681,FFSU,XX,555.0,98.0,96.0,20131.0,CLONAZEPAM,4948.0,90.0,7411.06,7147.1,263.96
40682,FFSU,XX,555.0,98.0,96.0,20132.0,CLONAZEPAM,4148.0,87.0,6096.26,5374.89,721.37
40683,FFSU,XX,555.0,98.0,96.0,20133.0,CLONAZEPAM,3626.0,98.0,5659.16,4988.01,671.15
40684,FFSU,XX,555.0,98.0,96.0,20134.0,CLONAZEPAM,5872.0,130.0,8886.27,8109.06,777.21
57673,FFSU,XX,10019.0,98.0,1.0,20131.0,CEFTRIAXON,140.76,153.0,3367.1,3252.33,114.77
57674,FFSU,XX,10019.0,98.0,1.0,20132.0,CEFTRIAXON,104.75,154.0,6686.0,6568.39,117.61
57675,FFSU,XX,10019.0,98.0,1.0,20133.0,CEFTRIAXON,93.5,111.0,1842.76,1795.26,47.5
57676,FFSU,XX,10019.0,98.0,1.0,20134.0,CEFTRIAXON,59.25,73.0,507.06,498.86,8.2
57677,FFSU,XX,10019.0,98.0,71.0,20131.0,CEFTRIAXON,40.0,81.0,375.17,364.62,10.55
57678,FFSU,XX,10019.0,98.0,71.0,20132.0,CEFTRIAXON,16.25,25.0,158.58,142.8,15.78
57679,FFSU,XX,10019.0,98.0,71.0,20133.0,CEFTRIAXON,25.75,28.0,1213.63,1206.67,6.96
57680,FFSU,XX,10019.0,98.0,71.0,20134.0,CEFTRIAXON,31.5,35.0,493.54,469.18,24.36
58874,FFSU,XX,10631.0,98.0,8.0,20131.0,LAC-HYDRIN,5404.0,24.0,969.67,956.37,13.3
58875,FFSU,XX,10631.0,98.0,8.0,20132.0,LAC-HYDRIN,2757.9970000000003,12.0,477.5,472.85,4.65
58876,FFSU,XX,10631.0,98.0,8.0,20133.0,LAC-HYDRIN,2025.0,9.0,184.54,181.24,3.3
58877,FFSU,XX,10631.0,98.0,8.0,20134.0,LAC-HYDRIN,2925.0,13.0,301.44,299.44,2.0
58878,FFSU,XX,10631.0,98.0,14.0,20131.0,LAC-HYDRIN,3200.0,7.0,461.4,455.4,6.0
58879,FFSU,XX,10631.0,98.0,14.0,20132.0,LAC-HYDRIN,3475.0,10.0,191.84,191.84,0.0
